ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
691,よぼう,予防,prevention,インフルエンザの予防のために、注射をした。,I had a vaccination for the prevention of influenza.,रोकथाम,इन्फ्लुएन्जाको रोकथामको लागि खोप लगाएँ।,インフルエンザの（　　）のために、注射をした。,１,,,,,,,,,,,,,,,,,,,
692,レントゲン,,X-ray,検査のために、レントゲンを撮った。,"As I was having an examination, they took an X-ray.",एक्स-रे,जाँचको लागि एक्स-रे खिचेँ।,検査のために、（　　）を撮った。,１,,,,,,,,,,,,,,,,,,,
704,あいて,相手,"opponent, other party, partner",今度の試合の相手は去年優勝したチームだ。,Our opponent in the next game is the team that won last year's championship.,प्रतिस्पर्धी,अर्को खेलको प्रतिस्पर्धी गत वर्ष च्याम्पियन भएको टिम हो।,今度の試合の（　　）は去年優勝したチームだ。,１,,,,,,,,,,,,,,,,,,,
705,いいん,委員,"member of a committee, delegate",小学生のとき、クラスの委員になった。,"When I was at elementary school, I became the class representative.",समिति सदस्य,प्राथमिक विद्यालयमा कक्षाको प्रतिनिधि भएँ।,小学生のとき、クラスの（　　）になった。,１,,,,,,,,,,,,,,,,,,,
706,いし,医師,doctor,医師は丁寧に患者を診察した。,The doctor examined the patient with care.,चिकित्सक,डाक्टरले बिरामीलाई राम्रोसँग जाँच गर्नुभयो।,（　　）は丁寧に患者を診察した।,１,,,,,,,,,,,,,,,,,,,
707,おう,王,king,昔、この国の王は人々のために港を作った。,"A long time ago, the king of this country made a port for the people.",राजा,पहिले यो देशका राजाले जनताको लागि बन्दरगाह बनाए।,昔、この国の（　　）は人々のために港を作った。,１,,,,,,,,,,,,,,,,,,,
708,おうさま,王様,king,王様は助けてくれた若者に礼を言った。,The King thanked the young man who had helped him.,राजा,राजाले सहायता गर्ने युवालाई धन्यवाद दिनुभयो।,（　　）は助けてくれた若者に礼を言った。,１,,,,,,,,,,,,,,,,,,,
709,おじさん,,middle-aged man,駅で知らないおじさんが話しかけてきた。,"At the station, a man I didn't know talked to me.",मध्यम उमेरका मान्छे,स्टेशनमा नचिनेका एक व्यक्तिले कुरा गर्नुभयो।,駅で知らない（　　）が話しかけてきた।,１,,,,,,,,,,,,,,,,,,,
710,おじょうさん,お嬢さん,"miss, young lady, another's daughter",こんにちは。お嬢さんとお出掛けですか。,Good afternoon. Are you going out with your daughter?,छोरी,नमस्कार। छोरीसँग घुम्न जानुहुन्छ?,こんにちは。（　　）とお出掛けですか。,１,,,,,,,,,,,,,,,,,,,
711,おばさん,おばさん,middle-aged woman,隣の家のおばさんは親切でいい人だ。,"The woman next door is a nice, kind person.",मध्यम उमेरकी महिला,छेउको घरकी आन्टी दयालु र राम्रो मान्छे हुनुहुन्छ।,隣の家の（　　）は親切でいい人だ।,１,,,,,,,,,,,,,,,,,,,
712,おやこ,親子,parent and child,親子で参加できる料理教室を探している。,I'm looking for a cooking class in which a parent and child can participate.,आमाबुबा र बच्चा,आमाबुबा र बच्चा सँगै भाग लिन सक्ने खाना पकाउने कक्षा खोजिरहेकु छु।,（　　）で参加できる料理教室を探している。,１,,,,,,,,,,,,,,,,,,,
713,かいいん,会員,member,現在、会員の数は20名です。,"Currently, the number of members is 20 people.",सदस्य,अहिले सदस्य संख्या २० जना छ।,現在、（　　）の数は20名です。,１,,,,,,,,,,,,,,,,,,,
714,ガイド,,guide,日本語が話せるガイドを探している。,I'm looking for a guide who can speak Japanese.,गाइड,जापानी भाषा बोल्न सक्ने गाइड खोजिरहेकु छु।,日本語が話せる（　　）を探している。,１,,,,,,,,,,,,,,,,,,,
715,かかり,係り,person in charge,サークルの会費を集める係りになった。,I've been put in charge of collecting the circle's membership fees.,जिम्मेवार व्यक्ति,समूहको सदस्यता शुल्क संकलन गर्ने जिम्मेवारी पाएँ।,サークルの会費を集める（　　）になった。,１,,,,,,,,,,,,,,,,,,,
716,がくれき,学歴,educational background,履歴書には学歴や資格を書く。,"On the resume, you write your educational background and qualifications.",शैक्षिक योग्यता,जीवनीमा शैक्षिक योग्यता र सीपहरू लेखिन्छ।,履歴書には（　　）や資格を書く。,１,,,,,,,,,,,,,,,,,,,
717,かた,方,person,次の方、どうぞこちらへ。,"The next person, this way, please.",व्यक्ति,"अर्को व्यक्ति, यताउता आउनुहोस्।",次の（　　）、どうぞこちらへ。,１,,,,,,,,,,,,,,,,,,,
718,かんきゃく,観客,audience,劇場で観られた観客が外に出された。,Noisy members of the theater audience were sent outside.,दर्शक,नाटकघरमा हल्ला गर्ने दर्शकहरूलाई बाहिर निकालियो।,劇場で観られた（　　）が外に出された。,１,,,,,,,,,,,,,,,,,,,
719,きょうじゅ,教授,professor,教授に実験の結果を報告した。,I reported the result of the experiment to the professor.,प्राध्यापक,प्राध्यापकलाई प्रयोगको नतिजा रिपोर्ट गरेँ।,（　　）に実験の結果を報告した।,１,,,,,,,,,,,,,,,,,,,
720,クラスメート,,classmate,彼は高校時代のクラスメートだ。,He was my classmate during my high school years.,सहपाठी,उहाँ उच्च माध्यमिक विद्यालयका सहपाठी हुनुहुन्छ।,彼は高校時代の（　　）だ।,１,,,,,,,,,,,,,,,,,,,
721,グループ,,group,5人ずつのグループに分かれて勉強した。,We did our study by dividing into groups of five.,समूह,५ जनाको समूहमा बाँडेर अध्ययन गर्यौं।,5人ずつの（　　）に分かれて勉強した。,１,,,,,,,,,,,,,,,,,,,
722,こいびと,恋人,"boyfriend, girlfriend",週末は恋人とデートの約束をしている。,I've arranged a date with my boyfriend for the weekend.,प्रेमी,साताको अन्त्यमा प्रेमीसँग डेटको योजना छ।,週末は（　　）とデートの約束をしている。,１,,,,,,,,,,,,,,,,,,,
723,コーチ,,coach,私のチームのコーチは、とても厳しい。,My team's coach is very strict.,प्रशिक्षक,मेरो टिमका प्रशिक्षक निकै कडा हुनुहुन्छ।,私のチームの（　　）は、とても厳しい。,１,,,,,,,,,,,,,,,,,,,
724,こくおう,国王,king,その国王は国の将来を心配していた。,The king worried about the future of the country.,राजा,त्यो राजा देशको भविष्यको चिन्तामा थिए।,その（　　）は国の将来を心配していた।,１,,,,,,,,,,,,,,,,,,,
725,こくせき,国籍,nationality,生まれたのはタイですが、国籍は日本です。,"Though I was born in Thailand, my nationality is Japanese.",राष्ट्रियता,थाइल्यान्डमा जन्मिए तर राष्ट्रियता जापानी हो।,生まれたのはタイですが、（　　）は日本です。,１,,,,,,,,,,,,,,,,,,,
726,こくみん,国民,"nation, people",選挙権は国民の重要な権利の一つだ。,The right to vote is one of the important rights of the people.,नागरिक,मतदानको अधिकार नागरिकको महत्वपूर्ण अधिकार हो।,選挙権は（　　）の重要な権利の一つだ।,１,,,,,,,,,,,,,,,,,,,
