ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
497,さゆう,左右,right and left,左右をよく見てから、道路を渡ろう。,Cross the road after looking right and left carefully.,दायाँ बायाँ,सडक पार गर्नु अघि राम्रोसँग दायाँ बायाँ हेर्नुहोस्।,（　）をよく見てから、道路を渡ろう,,,,,,,,,,,,,,,,,,,,
498,じどうはんばいき,自動販売機,automatic vending machine,自動販売機で飲み物を買った。,I bought a drink at the vending machine.,स्वचालित विक्री मेशिन,मैले स्वचालित विक्री मेशिनबाट पेय पदार्थ किनें।,（　）で飲み物を買った,,,,,,,,,,,,,,,,,,,,
499,しゅう,州,state,アメリカには現在５０の州がある。,There are currently 50 states in the U.S.,राज्य,अमेरिकामा हाल ५० राज्य छन्।,アメリカには現在５０の（　）がある,,,,,,,,,,,,,,,,,,,,
500,しゅうい,周囲,circumference,この湖は周囲が１０キロある。,The circumference of this lake is 10 kilometers.,परिधि,यस तालको परिधि १० किलोमिटर छ।,この湖は（　）が１０キロある,,,,,,,,,,,,,,,,,,,,
501,しゅと,首都,capital,日本の首都は東京だ。,The capital of Japan is Tokyo.,राजधानी,जापानको राजधानी टोक्यो हो।,日本の（　）は東京だ,,,,,,,,,,,,,,,,,,,,
502,しょうてん,商店,store/shop,通りに商店が並んでいる。,There are stores along the street.,पसल,सडकभरि पसलहरू छन्।,通りに（　）が並んでいる,,,,,,,,,,,,,,,,,,,,
503,しょうてんがい,商店街,shopping street/district,ときどき、駅前の商店街で買い物をする。,"Sometimes, I do shopping at the shopping street near the station.",व्यापार मार्ग,कहिलेकाहीँ म स्टेशन नजिकको व्यापारिक मार्गमा किनमेल गर्छु।,ときどき、駅前の（　）で買い物をする,,,,,,,,,,,,,,,,,,,,
504,しょうぼうしょ,消防署,fire station,消防署の前に救急車が止まっている。,An ambulance has stopped in front of the firehouse.,दमकल केन्द्र,एम्बुलेन्स दमकल केन्द्रको अगाडि रोकिएको छ।,（　）の前に救急車が止まっている,,,,,,,,,,,,,,,,,,,,
505,しょてん,書店,bookstore/bookshop,大きな書店でその本を探したが、なかった。,"I looked for that book in a big bookstore, but they didn't have it.",पुस्तक पसल,"मैले त्यो किताब ठूलो पुस्तक पसलमा खोजें, तर त्यहाँ थिएन।",大きな（　）でその本を探したが、なかった,,,,,,,,,,,,,,,,,,,,
506,しろ,城,castle,城は山の上にある。,The castle is on the mountain.,किल्ला,किल्ला पहाडको माथि छ।,（　）は山の上にある,,,,,,,,,,,,,,,,,,,,
507,すみ,隅,corner,部屋の隅も掃除するのを忘れないように。,Don't forget to clean in the corners of the room.,कुना,कोठाको कुनामा पनि सफा गर्न नबिर्सनुहोस्।,部屋の（　）も掃除するのを忘れないように,,,,,,,,,,,,,,,,,,,,
508,ぜいかん,税関,customs,空港の税関で荷物のチェックを受けた。,They checked my baggage at customs at the airport.,भन्सार,विमानस्थलको भन्सारमा मेरो सामानको जाँच गरियो।,空港の（　）で荷物のチェックを受けた,,,,,,,,,,,,,,,,,,,,
509,せき,席,seat,劇場の前の方の席を予約した。,I reserved seats toward the front of the theater.,सिट,मैले थिएटरको अगाडि पट्टिको सिट आरक्षण गरें।,劇場の前の方の（　）を予約した,,,,,,,,,,,,,,,,,,,,
510,ぜんご,前後,front and back/before and after,車の前後を横断するのは危険だ。,It's dangerous to cross at the front or back of a car.,अगाडि पछाडि,कारको अगाडि वा पछाडिबाट बाटो काट्नु खतरनाक छ।,車の（　）を横断するのは危険だ,,,,,,,,,,,,,,,,,,,,
511,ぜんこく,全国,whole country,コンサートには全国からファンが集まった。,Fans gathered from the whole country for the concert.,देशभरि,कन्सर्टको लागि देशभरिबाट प्रशंसकहरू जम्मा भए।,コンサートには（　）からファンが集まった,,,,,,,,,,,,,,,,,,,,
512,センター,,center,大学に留学生のためのセンターが建設された。,A center for overseas students was constructed at the university.,केन्द्र,विश्वविद्यालयमा विदेशी विद्यार्थीहरूको लागि केन्द्र निर्माण गरिएको थियो।,大学に留学生のための（　）が建設された,,,,,,,,,,,,,,,,,,,,
513,だんち,団地,housing complex/estate,この団地には約２０００人が住んでいる。,"About 2,000 people live in this housing complex.",आवास परिसर,यस आवास परिसरमा लगभग २००० मानिसहरू बस्छन्।,この（　）には約２０００人が住んでいる,,,,,,,,,,,,,,,,,,,,
514,ちいき,地域,area,雪が多い地域では、冬は生活が大変だ。,"In areas with lots of snow, life in winter is hard.",क्षेत्र,"धेरै हिउँ पर्ने क्षेत्रमा, हिउँदको जीवन कठिन हुन्छ।",雪が多い（　）では、冬は生活が大変だ,,,,,,,,,,,,,,,,,,,,
515,ちか,地下,underground/basement,駅の地下には土産物店がたくさんある。,There are lots of souvenir shops in the basement of the station.,भूमिगत,स्टेशनको भूमिगत तहमा धेरै सुभेनिर पसलहरू छन्।,駅の（　）には土産物店がたくさんある,,,,,,,,,,,,,,,,,,,,
516,ちほう,地方,region/district/provinces,お正月の行事は地方によってさまざまだ。,The New Year events vary with the region.,क्षेत्र,नयाँ वर्षको उत्सवहरू क्षेत्र अनुसार फरक हुन्छन्।,お正月の行事は（　）によってさまざまだ,,,,,,,,,,,,,,,,,,,,
517,ちめい,地名,place name,古い地図には昔の地名が書いてあった。,The old place names were written on an old map.,स्थान नाम,पुरानो नक्सामा पुराना स्थान नामहरू लेखिएका थिए।,古い地図には昔の（　）が書いてあった,,,,,,,,,,,,,,,,,,,,
